word,freq,pred_class,prob_raw,prob_cal,p_FUNC,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
casuntinial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
catha,1,OTHER,0.986,0.653,0.000,0.006,0.007,0.986,0.000,0.000
cathesan,1,OTHER,0.989,0.653,0.000,0.000,0.010,0.989,0.000,0.000
catrnial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
caunal,1,NAME-F,0.994,0.653,0.000,0.994,0.006,0.000,0.000,0.000
caunial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
caurias,1,NAME-M,0.986,0.653,0.000,0.007,0.986,0.007,0.000,0.000
causlinial,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
causliniesa,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
cavilial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
cavinal,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
cavla,1,NAME-M,0.967,0.653,0.000,0.009,0.967,0.024,0.000,0.000
cavslinis,1,NAME-M,0.990,0.653,0.000,0.004,0.990,0.006,0.000,0.000
cavsnas,1,NAME-M,0.993,0.653,0.000,0.000,0.993,0.007,0.000,0.000
cavthas,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cechaneri,1,VERB,0.988,0.653,0.000,0.012,0.000,0.000,0.000,0.988
cechase,2,OTHER,0.963,0.653,0.000,0.001,0.036,0.963,0.000,0.000
cecnas,1,NAME-M,0.973,0.653,0.000,0.000,0.973,0.027,0.000,0.000
cecunias,1,NAME-M,0.988,0.653,0.000,0.010,0.988,0.002,0.000,0.000
cecus,1,NAME-M,0.988,0.653,0.000,0.001,0.988,0.011,0.000,0.000
ceicna,4,NAME-M,0.993,0.653,0.000,0.007,0.993,0.000,0.000,0.000
ceicnaial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
ceicnei,1,NAME-F,0.999,0.653,0.000,0.999,0.000,0.000,0.000,0.000
ceineial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
ceisaries,1,NAME-M,0.994,0.653,0.000,0.000,0.994,0.006,0.000,0.000
ceisial,3,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
ceisinal,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
ceisiniesi,1,NAME-M,0.978,0.653,0.000,0.022,0.978,0.000,0.000,0.000
ceistalus,1,NAME-M,0.902,0.653,0.000,0.034,0.902,0.064,0.000,0.000
celati,1,NAME-F,0.974,0.653,0.000,0.974,0.026,0.000,0.000,0.000
cele,1,NAME-M,0.998,0.653,0.000,0.000,0.998,0.001,0.000,0.000
celeniarasi,1,NAME-M,0.991,0.653,0.000,0.009,0.991,0.000,0.000,0.000
celez,1,NAME-M,0.994,0.653,0.000,0.006,0.994,0.000,0.000,0.000
celias,1,NAME-M,0.983,0.653,0.000,0.005,0.983,0.011,0.000,0.000
celmneial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
celtineitiss,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
celusa,1,NAME-M,0.966,0.653,0.000,0.008,0.966,0.026,0.000,0.000
cemtiuial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cemulm,1,NAME-M,0.943,0.653,0.000,0.047,0.943,0.007,0.000,0.003
cencial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
cencna,1,NAME-M,0.961,0.653,0.000,0.039,0.961,0.000,0.000,0.000
cencuial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
cencunias,1,NAME-M,0.972,0.653,0.000,0.023,0.972,0.005,0.000,0.000
cepen,2,VERB,0.999,0.653,0.000,0.000,0.001,0.000,0.000,0.999
ceriies,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cerun,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
cesasi,1,NAME-M,0.932,0.653,0.000,0.068,0.932,0.000,0.000,0.000
cestinal,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
cestnasa,1,NAME-M,0.974,0.653,0.000,0.026,0.974,0.000,0.000,0.000
cestneialisa,1,NAME-F,0.982,0.653,0.000,0.982,0.018,0.000,0.000,0.000
cestnies,1,NAME-M,0.995,0.653,0.000,0.000,0.995,0.005,0.000,0.000
cesuratm,1,VERB,0.944,0.653,0.000,0.000,0.056,0.000,0.000,0.944
cesusa,1,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
cetisnial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
cevcias,1,NAME-M,0.989,0.653,0.000,0.002,0.989,0.009,0.000,0.000
cevlna,1,NAME-M,0.990,0.653,0.000,0.010,0.990,0.000,0.000,0.000
cezartle,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cezrtlial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cha,1,NAME-M,0.984,0.653,0.000,0.002,0.984,0.000,0.002,0.012
chaei,1,OTHER,0.970,0.653,0.000,0.013,0.017,0.970,0.000,0.000
chaisurus,1,NAME-M,0.908,0.653,0.000,0.000,0.908,0.092,0.000,0.000
chamarsial,1,NAME-F,0.993,0.653,0.000,0.993,0.004,0.002,0.000,0.000
char,1,NAME-M,0.922,0.653,0.000,0.000,0.922,0.000,0.011,0.067
charfe,1,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
chas,1,NAME-M,0.986,0.653,0.000,0.000,0.986,0.000,0.000,0.014
chchch,1,OTHER,0.992,0.653,0.000,0.000,0.008,0.992,0.000,0.000
chechan,2,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
chechenar,1,OTHER,0.972,0.653,0.000,0.000,0.028,0.972,0.000,0.000
chethasa,1,NAME-M,0.925,0.653,0.000,0.007,0.925,0.068,0.000,0.000
chiacaniichanu,1,OTHER,0.934,0.653,0.000,0.005,0.061,0.934,0.000,0.000
chiius,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
chisulics,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
chiuz,1,OTHER,0.960,0.653,0.000,0.000,0.039,0.960,0.000,0.000
chmulakas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
chniesi,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
chsimeulepive,1,NAME-M,0.997,0.653,0.000,0.002,0.997,0.001,0.001,0.000
chu,1,OTHER,0.943,0.653,0.000,0.000,0.057,0.943,0.000,0.000
chuchu,1,OTHER,0.929,0.653,0.000,0.000,0.071,0.929,0.000,0.000
chulichna,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
chumenli,1,OTHER,0.929,0.653,0.000,0.018,0.052,0.929,0.000,0.000
chumtus,1,NAME-M,0.957,0.653,0.000,0.000,0.957,0.042,0.000,0.000
chunchu,1,OTHER,0.974,0.653,0.000,0.000,0.026,0.974,0.000,0.000
chur,2,OTHER,0.995,0.653,0.000,0.000,0.005,0.995,0.000,0.000
churchlesa,1,NAME-M,0.911,0.653,0.000,0.000,0.911,0.089,0.000,0.000
churlces,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.001
churui,1,OTHER,0.939,0.653,0.000,0.058,0.003,0.939,0.000,0.000
churunial,1,NAME-F,0.984,0.653,0.000,0.984,0.016,0.000,0.000,0.000
churve,1,NAME-M,0.993,0.653,0.000,0.006,0.993,0.001,0.000,0.000
chve,1,NAME-M,0.992,0.653,0.000,0.001,0.992,0.000,0.000,0.006
chvestnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cialchus,1,NAME-M,0.986,0.653,0.000,0.014,0.986,0.000,0.000,0.000
ciantipretelial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
ciarthiesa,2,NAME-M,0.995,0.653,0.000,0.004,0.995,0.001,0.000,0.000
cierinial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
cii,1,OTHER,0.948,0.653,0.000,0.008,0.045,0.948,0.000,0.000
cik,1,OTHER,0.996,0.653,0.000,0.001,0.003,0.996,0.000,0.000
cilth,1,NAME-M,0.977,0.653,0.000,0.016,0.977,0.002,0.004,0.000
cilthus,1,NAME-M,0.998,0.653,0.000,0.001,0.998,0.000,0.000,0.000
cincunia,1,NAME-F,0.988,0.653,0.000,0.988,0.012,0.000,0.000,0.000
cipinal,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cis,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
cistnavial,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
cisvitnial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
citzvaclnunthenthesantinsthesan,1,OTHER,0.932,0.653,0.000,0.000,0.000,0.932,0.068,0.000
clan,18,VERB,1.000,0.653,0.000,0.000,0.000,0.000,0.000,1.000
clanc,2,NAME-M,0.988,0.653,0.000,0.000,0.988,0.000,0.000,0.012
clanti,1,NAME-F,0.963,0.653,0.000,0.963,0.037,0.000,0.000,0.000
clantialisa,1,NAME-F,0.991,0.653,0.000,0.991,0.009,0.000,0.000,0.000
clapanas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
clatpalcial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.001,0.000,0.000
clavtieth,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
clenar,4,VERB,0.973,0.653,0.000,0.000,0.027,0.000,0.000,0.973
clenarasi,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
cleniarc,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
clensi,2,NAME-M,0.976,0.653,0.000,0.000,0.976,0.000,0.024,0.000
clentar,1,OTHER,0.969,0.653,0.000,0.000,0.031,0.969,0.000,0.000
clenus,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cles,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cletithe,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
cleva,1,NAME-M,0.980,0.653,0.000,0.000,0.980,0.000,0.019,0.000
clevsinas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
clodis,1,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
clpaisu,1,OTHER,0.970,0.653,0.000,0.001,0.029,0.970,0.000,0.000
cltcu,3,NAME-M,0.987,0.653,0.000,0.013,0.987,0.000,0.000,0.000
clthii,1,NAME-M,0.914,0.653,0.000,0.085,0.914,0.001,0.000,0.000
clthil,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
clueties,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
clumneial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
clutesa,1,NAME-M,0.970,0.653,0.000,0.002,0.970,0.028,0.000,0.000
cnaives,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cnares,1,NAME-M,0.993,0.653,0.000,0.000,0.993,0.007,0.000,0.000
cnas,1,NAME-M,0.994,0.653,0.000,0.000,0.994,0.006,0.000,0.000
cnaviies,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cneive,1,NAME-M,0.911,0.653,0.000,0.088,0.911,0.000,0.000,0.000
cnevial,2,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
cnevias,1,NAME-M,0.991,0.653,0.000,0.008,0.991,0.001,0.000,0.000
cnevnal,1,NAME-F,0.995,0.653,0.000,0.995,0.005,0.000,0.000,0.000
cnevnial,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
comsn,1,OTHER,0.998,0.653,0.000,0.001,0.001,0.998,0.000,0.000
cra,1,OTHER,0.970,0.653,0.000,0.005,0.026,0.970,0.000,0.000
cracia,1,NAME-F,0.919,0.653,0.000,0.919,0.081,0.000,0.000,0.000
cracias,1,NAME-M,0.975,0.653,0.000,0.024,0.975,0.000,0.000,0.000
crampesa,1,NAME-M,0.900,0.653,0.000,0.003,0.900,0.096,0.000,0.000
creice,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
creicial,1,NAME-F,0.998,0.653,0.000,0.998,0.001,0.001,0.000,0.000
creicos,1,OTHER,0.987,0.653,0.000,0.000,0.013,0.987,0.000,0.000
cresmie,1,OTHER,0.963,0.653,0.000,0.000,0.037,0.963,0.000,0.000
crespes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
crespu,1,OTHER,0.991,0.653,0.000,0.000,0.009,0.991,0.000,0.000
cretnal,1,NAME-F,0.987,0.653,0.000,0.987,0.005,0.008,0.000,0.000
crise,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
crmartneial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
crucrinial,1,NAME-F,0.998,0.653,0.000,0.998,0.001,0.000,0.000,0.000
cucinies,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cuieschu,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.000
cuizlanias,1,NAME-M,0.983,0.653,0.000,0.017,0.983,0.000,0.000,0.000
culnial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cultana,1,NAME-M,0.930,0.653,0.000,0.070,0.930,0.000,0.000,0.000
cultanial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cultce,1,NAME-M,0.996,0.653,0.000,0.003,0.996,0.000,0.000,0.001
cumere,3,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
cumeresa,5,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
cumlnai,1,NAME-F,0.922,0.653,0.000,0.922,0.005,0.073,0.000,0.000
cumnial,2,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
cumniesa,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
cuphre,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
cuprias,1,NAME-M,0.992,0.653,0.000,0.006,0.992,0.002,0.000,0.000
cuprus,1,NAME-M,0.994,0.653,0.000,0.000,0.994,0.005,0.000,0.000
cupslna,1,NAME-M,0.900,0.653,0.000,0.100,0.900,0.000,0.000,0.000
cupslneial,2,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cupsna,1,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
cupsnasa,4,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
cupuna,1,NAME-M,0.991,0.653,0.000,0.009,0.991,0.000,0.000,0.000
curiunas,1,NAME-M,0.994,0.653,0.000,0.000,0.994,0.006,0.000,0.000
cursni,1,NAME-F,0.980,0.653,0.000,0.980,0.020,0.000,0.000,0.000
curthutes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
curvesa,1,NAME-M,0.987,0.653,0.000,0.013,0.987,0.000,0.000,0.000
cuse,1,NAME-M,0.970,0.653,0.000,0.027,0.970,0.003,0.000,0.000
cusinas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cusineial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cuspialisa,1,NAME-F,0.947,0.653,0.000,0.947,0.053,0.000,0.000,0.000
custavial,1,NAME-F,0.983,0.653,0.000,0.983,0.017,0.000,0.000,0.000
cusuthursum,1,NAME-M,0.979,0.653,0.000,0.000,0.979,0.000,0.000,0.021
cusuthurus,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cutlisneialisa,2,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
cutnas,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cutu,11,NAME-M,0.997,0.653,0.000,0.002,0.997,0.000,0.000,0.002
cutus,5,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
cvenape,1,NAME-M,0.988,0.653,0.000,0.011,0.988,0.000,0.000,0.001
cvethna,2,NAME-M,0.971,0.653,0.000,0.027,0.971,0.002,0.000,0.000
cvinai,1,NAME-F,0.941,0.653,0.000,0.941,0.004,0.056,0.000,0.000
cvinaial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
cvintos,1,OTHER,0.987,0.653,0.000,0.002,0.010,0.987,0.000,0.000
dant,1,OTHER,0.994,0.653,0.000,0.004,0.002,0.994,0.000,0.000
deives,1,NAME-M,0.939,0.653,0.000,0.000,0.939,0.061,0.000,0.000
dextrorsvma,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
dextrorsvmnsrrt,1,OTHER,0.999,0.653,0.000,0.000,0.000,0.999,0.001,0.000
dextrorsvmp,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
dextrorsvms,1,OTHER,0.999,0.653,0.000,0.000,0.000,0.999,0.001,0.000
dlniiaras,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
donodiidro,1,OTHER,0.999,0.653,0.000,0.001,0.000,0.999,0.000,0.000
donv,1,OTHER,0.999,0.653,0.000,0.001,0.000,0.999,0.000,0.000
dvenas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
dvovirvm,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
easun,1,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
echatna,1,OTHER,0.976,0.653,0.000,0.001,0.023,0.976,0.000,0.000
echtur,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
ecile,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
ecnatios,1,OTHER,0.992,0.653,0.000,0.000,0.008,0.992,0.000,0.000
ecnatnial,1,NAME-F,0.998,0.653,0.000,0.998,0.001,0.000,0.000,0.000
ecnatnu,1,OTHER,0.932,0.653,0.000,0.001,0.067,0.932,0.000,0.000
ecotillie,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
ecvpa,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
ecwnlii,1,OTHER,0.990,0.653,0.000,0.001,0.008,0.990,0.000,0.000
eeevee,1,OTHER,0.995,0.653,0.000,0.000,0.005,0.995,0.000,0.000
eferavas,1,NAME-M,0.990,0.653,0.000,0.000,0.990,0.000,0.010,0.000
egnatvleiae,1,NAME-M,0.992,0.653,0.000,0.000,0.992,0.008,0.000,0.000
eial,3,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
eichorpriiitieviioiiii,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
eieirie,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
eina,1,OTHER,0.957,0.653,0.000,0.001,0.042,0.957,0.000,0.000
eiser,1,NAME-M,0.926,0.653,0.000,0.019,0.926,0.000,0.054,0.000
eisna,1,NAME-M,0.922,0.653,0.000,0.066,0.922,0.013,0.000,0.000
eivase,1,OTHER,0.995,0.653,0.000,0.000,0.005,0.995,0.000,0.000
eizial,1,NAME-F,0.987,0.653,0.000,0.987,0.001,0.012,0.000,0.000
eknatna,1,OTHER,0.983,0.653,0.000,0.001,0.016,0.983,0.000,0.000
ekra,2,OTHER,0.994,0.653,0.000,0.000,0.005,0.994,0.000,0.000
ekre,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
ekuthuthuautrechuvazelesulzirulethesuvapurtiisura,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
elaivana,1,NAME-M,0.990,0.653,0.000,0.008,0.990,0.002,0.000,0.000
elaschantre,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
elevthe,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
elinpi,1,OTHER,0.982,0.653,0.000,0.015,0.003,0.982,0.000,0.000
eliunts,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
elmi,1,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
els,1,NAME-M,0.990,0.653,0.000,0.008,0.990,0.001,0.001,0.000
eluku,1,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
emfepame,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
enac,1,NAME-M,0.927,0.653,0.000,0.042,0.927,0.030,0.000,0.000
enas,10,NAME-M,0.993,0.653,0.000,0.000,0.993,0.000,0.001,0.006
enearpni,1,OTHER,0.915,0.653,0.000,0.070,0.015,0.915,0.000,0.000
enie,1,OTHER,0.994,0.653,0.000,0.000,0.006,0.994,0.000,0.000
enikes,1,OTHER,0.912,0.653,0.000,0.000,0.088,0.912,0.000,0.000
enl,1,NAME-M,0.901,0.653,0.000,0.075,0.901,0.022,0.002,0.000
enza,1,NAME-M,0.993,0.653,0.000,0.003,0.993,0.000,0.000,0.004
epchfzth,1,OTHER,0.994,0.653,0.000,0.000,0.006,0.994,0.000,0.000
epeaziepallepekapenarvfiavalketiavessalvete,1,NAME-M,0.934,0.653,0.000,0.001,0.934,0.001,0.064,0.000
epial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
epiur,1,OTHER,0.997,0.653,0.000,0.003,0.000,0.997,0.000,0.000
epn,1,OTHER,0.993,0.653,0.000,0.002,0.005,0.993,0.000,0.000
epni,1,NAME-F,0.963,0.653,0.000,0.963,0.036,0.001,0.000,0.000
eprus,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
eqvitii,1,OTHER,0.975,0.653,0.000,0.020,0.005,0.975,0.000,0.000
erapial,1,NAME-F,0.967,0.653,0.000,0.967,0.015,0.018,0.000,0.000
erina,1,OTHER,0.903,0.653,0.000,0.000,0.097,0.903,0.000,0.000
erinial,1,NAME-F,0.996,0.653,0.000,0.996,0.003,0.001,0.000,0.000
erinyo,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
ernth,1,OTHER,0.991,0.653,0.000,0.000,0.009,0.991,0.000,0.000
eruth,1,OTHER,0.984,0.653,0.000,0.000,0.016,0.984,0.000,0.000
erzeana,1,OTHER,0.937,0.653,0.000,0.001,0.062,0.937,0.000,0.000
esales,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
escharzial,1,NAME-F,0.960,0.653,0.000,0.960,0.036,0.004,0.000,0.000
eschathce,2,NAME-M,0.981,0.653,0.000,0.000,0.981,0.004,0.000,0.015
esial,1,NAME-F,0.925,0.653,0.000,0.925,0.052,0.023,0.000,0.000
esiethic,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
esis,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
estlacial,1,NAME-F,0.987,0.653,0.000,0.987,0.013,0.000,0.000,0.000
etanal,1,NAME-F,0.987,0.653,0.000,0.987,0.013,0.000,0.000,0.000
eterau,2,NAME-M,0.902,0.653,0.000,0.090,0.902,0.008,0.000,0.000
eterav,1,VERB,0.982,0.653,0.000,0.001,0.007,0.000,0.009,0.982
etere,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
eth,1,NAME-M,0.988,0.653,0.000,0.002,0.988,0.008,0.001,0.000
ethrisna,1,NAME-M,0.990,0.653,0.000,0.009,0.990,0.001,0.000,0.000
ethun,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
etis,1,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
etrias,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
etron,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
etrual,1,NAME-F,0.954,0.653,0.000,0.954,0.001,0.044,0.000,0.000
etrusca,1,OTHER,0.985,0.653,0.000,0.001,0.013,0.985,0.000,0.000
etruscialisa,1,NAME-F,0.917,0.653,0.000,0.917,0.080,0.003,0.000,0.000
etule,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
etvpaznra,1,OTHER,0.992,0.653,0.000,0.002,0.006,0.992,0.000,0.000
euael,1,OTHER,0.995,0.653,0.000,0.001,0.003,0.995,0.000,0.000
euntke,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
evlclthl,1,OTHER,0.909,0.653,0.000,0.002,0.088,0.909,0.000,0.000
evrfia,1,OTHER,0.993,0.653,0.000,0.004,0.004,0.993,0.000,0.000
evrs,1,NAME-M,0.978,0.653,0.000,0.002,0.978,0.020,0.000,0.000
evru,1,OTHER,0.970,0.653,0.000,0.000,0.030,0.970,0.000,0.000
ezifuileca,1,OTHER,0.998,0.653,0.000,0.001,0.001,0.998,0.000,0.000
falae,1,NAME-M,0.972,0.653,0.000,0.002,0.972,0.026,0.000,0.000
falasasnas,1,NAME-M,0.993,0.653,0.000,0.000,0.993,0.007,0.000,0.000
falatu,1,NAME-M,0.974,0.653,0.000,0.017,0.974,0.009,0.000,0.000
falruae,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
faluthras,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
famfes,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.000
famfethes,1,NAME-M,0.997,0.653,0.000,0.001,0.997,0.002,0.000,0.000
famfnial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
fanacnial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
fane,1,NAME-M,0.982,0.653,0.000,0.003,0.982,0.015,0.000,0.000
fanunias,1,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
fapirnial,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
fapres,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
farichacstiteivap,1,OTHER,0.990,0.653,0.000,0.002,0.008,0.990,0.000,0.000
farpitias,1,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
farthne,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
faruialisa,1,NAME-F,0.937,0.653,0.000,0.937,0.063,0.000,0.000,0.000
fasena,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
fasl,1,OTHER,0.948,0.653,0.000,0.002,0.050,0.948,0.000,0.000
faspinas,1,NAME-M,0.970,0.653,0.000,0.000,0.970,0.030,0.000,0.000
fasthiia,1,NAME-M,0.937,0.653,0.000,0.063,0.937,0.000,0.000,0.000
fastiaafuneitiscusnisa,1,NAME-F,0.957,0.653,0.000,0.957,0.043,0.000,0.000,0.000
